CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion2,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,UNICEFProgRegion3,UNICEFProgRegion4,UNICEFProgRegion5,UNICEFProgRegion6,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion3,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FCSCountries2020,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,SDGRegion7,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,JHURegion,SPhumanitarian,JHUFragile2021,LiST_UNICEFProgramm,LiST_UNICEFReport,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9
Mongolia,Mongolia,98,MNG,496,MGL,Eastern Asia,Eastern Asia excluding China,Developing regions,,,,LLDC,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Asia,Eastern Asia,,Eastern Asia and South-eastern Asia,Eastern Asia,,Landlocked developing countries (LLDCs),,,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),Eastern Asia (M49),Eastern Asia (MDG),,Landlocked developing countries (LLDCs),Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,East Asia and Pacific,,Lower middle income,Low and middle income,East Asia and Pacific,,Lower middle income,Low and middle income,Asia-Pacific Group,,,,,,,,ESCAP_ADB Group B (ADB_DMC_B),,,ESCAP_ENEA including Russian Fed (ENEA_RUS),,ESCAP_LLDC (LLDC_E),ESCAP_East and North-East Asia (ENEA),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),,,EAPR Countries,EAPR Countries (excluding China),,,
Montenegro,Montenegro,156,MNE,499,YUGA,Developed regions,Developed regions,Developed regions,,,,,CEE/CIS,CEE/CIS,,,,,,Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,,More developed regions,More developed regions,,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Europe,Southern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Southern Europe (M49),Developed regions (MDG),,,Developed regions,HAC,HAC,,Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,,,,,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,,,,ECE_All countries,,ECE_West Balkans (ST7),,,,,,,,,ESCAP_Europe (Europe),,,Eastern Europe and Central Asia,Non-humanitarian,,Europe and Central Asia,Eastern Europe and Central Asia,LiST,,LiSTSBR,,,,,,,,,
Morocco,Morocco,59,MAR,504,MOR,Northern Africa,Northern Africa,Developing regions,North Africa,,,,Middle East and North Africa,Middle East and North Africa,Africa,Developing countries,,North Africa,,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Arab,OIC Lower middle income,OIC Middle income,Countdown,North Africa,Africa,Northern Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Africa,Northern Africa,,Western Asia and Northern Africa,Northern Africa,,,,,Western Asia (M49) and Northern Africa (M49),Northern Africa (M49),Northern Africa (M49),Northern Africa (MDG),,,Developing regions (MDG),,,,Non conflict,Middle East and North Africa,,Middle East and North Africa,,Lower middle income,Low and middle income,Middle East and North Africa,,Lower middle income,Low and middle income,African Group,,,ECA_North Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),ESCWA_All countries,ESCWA_Arab countries,Middle East and North Africa,Non-humanitarian,,Middle East and North Africa,Middle East and North Africa,LiST,,LiSTSBR,,,,,,,,,
Mozambique,Mozambique,9,MOZ,508,MOZ,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,South Africa,Least developed countries,,,Eastern and Southern Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,OIC,Africa,OIC Low income,,Countdown,Southern Africa,Africa,Southern Africa,Non-fragile,Non-fragile,Non-fragile,Fragile,Fragile,Fragile,Other Fragile,Non-fragile,non-FCS,USAID,Africa,Eastern Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),,,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Eastern Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),,Developing regions (MDG),HAC,,Global Strategy,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,African Group,,GAVI,ECA_Southern Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,Eastern and Southern Africa,Non-humanitarian,Fragile,Eastern and Southern Africa,Eastern and Southern Africa,LiST,,LiSTSBR,,,,,,,,,
Myanmar,Myanmar,84,MMR,104,BUR,South-eastern Asia,South-eastern Asia,Developing regions,,Least developed countries,,,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,Least developed countries,,,South-East Asia,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,,,,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Other Fragile,Fragile,Fragile and Conflict-affected Situation,USAID,Asia,South-Eastern Asia,,Eastern Asia and South-eastern Asia,South-eastern Asia,Least developed countries (LDCs),,South Eastern Asia and Oceania (excl. Australia and New Zealand),,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),South-eastern Asia (MDG=M49),South-eastern Asia (MDG=M49),Least developed countries (LDCs),,Developing regions (MDG),HAC,HAC,Global Strategy,Conflict,East Asia and Pacific,,East Asia and Pacific,,Lower middle income,Low and middle income,East Asia and Pacific,,Lower middle income,Low and middle income,Asia-Pacific Group,,GAVI,,,,,,ESCAP_ADB Group A (ADB_DMC_A),ESCAP_ASEAN (ASEAN),,,ESCAP_LDC (LDC_E),,ESCAP_South-East Asia (SEA),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,Fragile,East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),,,EAPR Countries,EAPR Countries (excluding China),,,ASEAN Countries
Namibia,Namibia,18,NAM,516,NMB,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,South Africa,,,,Eastern and Southern Africa,Sub-Saharan Africa,Africa,Developing countries,,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,Southern Africa,Africa,Southern Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Africa,Southern Africa,,Sub-Saharan Africa,,,,,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Southern Africa (M49),Sub-Saharan Africa (MDG),,,Developing regions (MDG),,,,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,African Group,,,ECA_Southern Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,Eastern and Southern Africa,Non-humanitarian,,Eastern and Southern Africa,Eastern and Southern Africa,LiST,,LiSTSBR,,,,,,,,,
Nauru,Nauru,79,NRU,520,NAU,Oceania,Oceania,Developing regions,,,,SIDS,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,Western Pacific,East Asia and Pacific,,High income,High income,,Oceania,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Oceania,Micronesia,,Oceania,Oceania excluding Australia and New Zealand,,Small island developing States (SIDS),South Eastern Asia and Oceania (excl. Australia and New Zealand),,Oceania (M49) excluding Australia and New Zealand (M49),Oceania (M49),Micronesia (M49),Oceania (MDG),,Small island developing States (SIDS),Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,,,,,,,,,Asia-Pacific Group,,,,,,,,ESCAP_ADB Group A (ADB_DMC_A),ESCAP_Pacific island developing economies (PIDE),,,,,ESCAP_PACIFIC (PAC),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,,,,,,EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),
Nepal,Nepal,71,NPL,524,NEP,Southern Asia,Southern Asia excluding India,Developing regions,,Least developed countries,,LLDC,South Asia,South Asia,Asia,Developing countries,Least developed countries,,,South-East Asia,South Asia,South Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,,,,Fragile,Fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,non-FCS,USAID,Asia,Southern Asia,,Central Asia and Southern Asia,Southern Asia,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Central Asia (M49) and Southern Asia (MDG=M49),Asia (M49),Southern Asia (MDG=M49),Southern Asia (MDG=M49),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),,,Global Strategy,Non conflict,South Asia,,South Asia,,Lower middle income,Low and middle income,South Asia,,Lower middle income,Low and middle income,Asia-Pacific Group,,GAVI,,,,,,ESCAP_ADB Group A (ADB_DMC_A),ESCAP_SAARC (SAARC),,,ESCAP_LDC (LDC_E),ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,,,South Asia,Non-humanitarian,,South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,,,,,,,,,
Netherlands,Netherlands,185,NLD,528,NET,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Western Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Western Europe (M49),Developed regions (MDG),,,Developed regions,,,,,Europe and Central Asia,Western Europe,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,ECE_European Union (EMU),ECE_Euro area (E25),,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
New Zealand,New Zealand,187,NZL,554,NZD,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Western Pacific,East Asia and Pacific,,High income,High income,,Oceania,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Oceania,Australia and New Zealand,,Oceania,Australia and New Zealand,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Australia and New Zealand (M49),Oceania (M49),Australia and New Zealand (M49),Developed regions (MDG),,,Developed regions,,,,,East Asia and Pacific,,,,,,,,,,Western European and Others Group (WEOG),,,,,,,,,,,,,,ESCAP_PACIFIC (PAC),ESCAP_All countries,,,High Income Countries,Non-humanitarian,,,,,,,,,,,EAPR Countries,EAPR Countries (excluding China),,,
Nicaragua,Nicaragua,126,NIC,558,NIC,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,,,,,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),Central America (M49),Latin America and the Caribbean (MDG=M49),,,Developing regions (MDG),,,,Non conflict,Latin America and Caribbean,,Latin America and Caribbean,,Lower middle income,Low and middle income,Latin America and Caribbean,,Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,GAVI,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Niger,Niger,36,NER,562,NIG,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,West Africa,Least developed countries,,LLDC,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,OIC,Africa,OIC Low income,,Countdown,West Africa,Africa,Western Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Western Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Western Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),,,Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,ECA_West Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Nigeria,Nigeria,46,NGA,566,NGR,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,West Africa,,,,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Excluding least developed countries,Excluding China,OIC,Africa,OIC Lower middle income,OIC Middle income,Countdown,West Africa,Africa,Western Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile and Conflict-affected Situation,USAID,Africa,Western Africa,,Sub-Saharan Africa,,,,,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Western Africa (M49),Sub-Saharan Africa (MDG),,,Developing regions (MDG),HAC,,Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,GAVI,ECA_West Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Niue,Niue,80,NIU,570,NIU,Oceania,Oceania,Developing regions,,,,SIDS,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,Western Pacific,,,,,,Oceania,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,,,,,,Non-fragile,,Non-fragile,non-FCS,,Oceania,Polynesia,,Oceania,Oceania excluding Australia and New Zealand,,Small island developing States (SIDS),South Eastern Asia and Oceania (excl. Australia and New Zealand),,Oceania (M49) excluding Australia and New Zealand (M49),Oceania (M49),Polynesia (M49),Oceania (MDG),,Small island developing States (SIDS),Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,,,,,,,,,,,,,,,,,,ESCAP_Pacific island developing economies (PIDE),,,,,ESCAP_PACIFIC (PAC),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,,,,,,EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),
Norway,Norway,186,NOR,578,NOR,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Northern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Northern Europe (M49),Developed regions (MDG),,,Developed regions,,,,,Europe and Central Asia,Western Europe,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,,,,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Oman,Oman,60,OMN,512,OMN,Western Asia,Western Asia,Developing regions,,,,,Middle East and North Africa,Middle East and North Africa,,Developing countries,,Middle East,,Eastern Mediterranean,Middle East and North Africa,,High income,High income,,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Arab,OIC High income: nonOECD,OIC High income,,,,,,,,,,Non-fragile,,,non-FCS,,Asia,Western Asia,,Western Asia and Northern Africa,Western Asia,,,,,Western Asia (M49) and Northern Africa (M49),Asia (M49),Western Asia (M49),Western Asia (MDG),,,Developing regions (MDG),,,,Non conflict,Middle East and North Africa,,,,,,,,,,Asia-Pacific Group,,,,,,,,,,,,,,,ESCAP_Other Area (OTH_REGION),ESCWA_All countries,ESCWA_Arab countries,Middle East and North Africa,Non-humanitarian,,,,,,,,,,,,,,,
